真实值,预测值
0.82380193,6.105321
0.821542,6.6555033
0.81377006,6.407296
0.82426405,5.579659
0.81834304,7.05692
0.809395,6.351861
0.842539,4.80376
0.838823,4.938653
0.852452,6.7809706
0.867384,7.0687447
0.860718,6.8013697
0.886257,5.4840956
0.847573,6.1845922
0.86855304,6.027285
0.86162597,6.333835
0.857126,6.165996
0.852596,6.0490294
0.85504794,6.2395744
0.88065106,6.7135963
0.85940003,6.3976803
0.76098,6.514471
0.66574305,5.6753116
1.381247,5.6059523
4.210412,6.3404727
5.8696303,10.504319
9.238825,10.654009
13.362855,14.87291
17.96448,18.205633
19.079802,23.381609
13.090893,22.74726
10.457564,13.560384
9.313119,14.31203
9.105317,13.395582
4.701763,12.91575
3.951662,11.556025
2.9734418,12.106638
2.134397,4.6872525
3.377293,5.381781
3.070922,7.6496344
1.938779,5.9461026
3.816216,6.2353687
5.188036,9.372216
6.593817,9.853722
9.281748,10.16408
5.926294,13.549745
8.28308,8.357693
9.007016,14.38462
7.739874,13.007692
4.6884694,10.968388
6.2121124,7.5680094
3.8571463,11.243216
2.01781,6.647516
1.321542,6.232329
1.339901,5.71341
1.0527209,6.548484
1.112222,6.077303
1.2074629,5.628774
0.96739393,6.9679866
1.454967,6.7196016
2.159951,6.922554
6.473978,7.4961977
11.058671,13.043135
10.717633,16.927284
20.417212,13.967834
33.828613,30.511154
41.943253,42.555565
39.000896,47.627922
32.895252,39.445568
23.239384,33.069416
22.641222,21.218061
22.959946,25.138811
23.277294,27.270338
49.351048,26.003948
80.123436,65.711876
76.25199,90.32185
72.085175,67.41508
93.8732,68.18556
99.53897,99.934105
80.32763,95.47543
58.264484,69.648346
48.736603,48.549847
44.664158,44.922585
49.48332,42.090454
47.08365,51.90331
30.415598,44.98644
18.139292,23.641466
11.522923,15.438408
10.370734,11.25439
12.785181,13.19441
21.683207,17.889156
22.738083,28.190004
23.314625,24.55905
27.94671,25.572643
30.979961,32.286335
25.28492,32.247158
24.339323,23.692844
22.204943,26.699396
20.351011,23.244091
14.677427,21.996948
7.2282805,14.343168
3.14169,7.373907
9.387417,6.5966177
9.175758,18.474955
7.017298,12.215633
12.388055,9.916628
15.313479,26.226048
25.214037,22.207739
33.797066,39.74786
29.85839,33.579006
37.827305,26.470755
32.1708,43.822487
35.010746,29.899946
28.451303,40.927654
18.801489,27.851944
17.263641,16.82618
20.646261,19.888716
22.637009,24.948545
21.936415,25.561462
19.44131,24.538874
13.316794,21.582039
16.153107,13.690089
10.546639,22.203653
6.736936,10.533574
6.394481,9.520054
5.7541285,11.152491
7.047026,9.725444
11.847486,12.129102
13.07709,19.518793
15.199406,16.366352
15.299517,19.543344
11.377243,18.22172
8.902347,11.89511
3.5979242,12.009046
1.8257891,5.765774
1.412593,6.7590456
2.11024,7.1667175
10.437925,8.0415125
5.587165,19.521713
2.408769,5.8229456
1.2960039,6.5999885
1.226997,8.474921
0.974623,6.2244782
0.840904,6.5479374
0.848585,6.316924
0.851344,5.9917793
0.885731,6.904159
0.922556,6.3908715
0.89523,6.275795
0.864479,6.910273
0.860683,6.0475864
0.849202,7.235991
0.84073997,6.740887
0.84099895,6.562748
0.84060097,6.228484
0.839001,5.960618
0.854701,5.593574
0.852736,6.1744256
0.898837,6.3167467
0.904021,7.0376706
0.835738,7.1220646
0.82757705,7.4971213
0.82526004,8.046568
0.821924,7.100731
0.831482,6.755237
0.81662595,4.4098973
0.79892504,5.1258497
0.846923,5.0103054
0.82549596,2.498925
0.810128,5.435367
0.806898,4.6437097
0.79666096,6.3643975
0.822831,7.790152
0.80143297,8.754163
0.83145195,8.322027
0.821377,5.0786743
0.79813594,4.532165
0.800032,4.963142
0.804069,6.953932
0.818005,8.068571
0.842123,7.477785
0.82694304,7.628966
0.79974204,6.320233
0.796588,6.3644667
0.806172,7.8226514
0.81398,6.4437666
0.83496004,6.879143
0.862607,6.2228427
0.877384,6.635431
0.8337569,6.633935
0.83830696,2.6107585
0.825099,1.6439563
0.849794,4.083576
0.84889007,5.020508
0.794638,8.303567
0.787888,7.3314943
0.784423,6.6296573
0.80196303,6.5633316
0.800334,4.9692907
0.838267,4.8447614
0.857524,3.6614623
0.83674395,5.5530195
0.864828,5.635069
0.83055097,6.2155533
0.82933605,5.986537
0.88092095,6.1262856
0.85634696,4.8228316
0.86696005,5.3413444
0.85259795,5.1858687
0.84735596,4.4339743
0.86408097,6.072626
0.866287,5.169852
0.904271,5.144073
0.903996,5.8302183
0.890152,5.7249517
0.906167,6.66923
0.892097,5.500356
0.88987696,5.329124
0.87360096,5.2345834
0.892889,4.347796
0.880017,5.4206247
0.88378197,4.5240364
0.869018,5.9320917
0.861209,5.8804
0.87818193,5.227619
0.894401,5.075358
0.883426,4.7727823
0.88089097,6.0249515
0.87092996,6.270641
0.91561395,6.6017747
0.913514,6.6488824
0.9045119,6.2365875
0.93261695,5.4810376
0.903419,5.849257
0.911565,6.253762
0.91728705,5.615896
0.901429,5.5799794
0.87887895,4.0562596
0.855765,4.3104215
0.847497,5.1978
0.84215,5.0782065
0.859522,4.1317463
0.88040894,3.9642036
0.905911,5.3584223
0.860172,5.84954
0.909363,6.1546707
0.90724206,5.3318987
0.89732,4.0878196
0.89777905,6.964893
0.930545,5.7317324
0.864461,4.307111
0.808047,5.3914046
0.741486,5.4894676
0.91582006,5.5512743
0.794231,6.5341024
0.964718,5.1709323
1.011733,3.19177
0.86655504,2.324099
0.88266504,5.268339
0.72879,5.6709237
0.821563,5.8434725
0.885143,7.3990088
0.90696704,7.241839
0.821214,7.0520716
0.707471,5.3670325
0.68552804,5.741297
0.855011,5.2433596
1.422903,6.6612787
1.5467039,7.8530455
1.052994,6.5864935
1.639308,6.9894633
3.318917,5.009747
2.27127,5.160087
1.9458709,4.3880115
2.637895,4.9625945
5.4686685,6.2904787
6.242732,10.41933
7.711331,8.393692
22.461231,10.068708
38.291985,34.757866
55.799732,55.881596
94.03352,66.984764
125.5392,117.6492
146.00313,136.59846
136.20354,152.84981
127.711945,129.52492
116.761955,123.23318
85.358025,106.340355
59.867626,63.62338
62.617065,47.581413
80.87159,68.33471
65.61647,89.56969
36.58608,52.92698
40.979824,21.428778
27.260979,51.058567
14.64261,17.155474
11.842634,13.084865
14.701795,19.30642
16.263811,13.048632
30.515999,15.673733
37.86303,52.54924
29.607403,44.438377
22.077341,25.383995
12.822669,21.311886
3.1734471,8.675378
3.3235462,1.4067415
18.219894,8.421609
31.245161,31.572027
22.387983,39.263206
19.013647,18.471313
27.752848,19.59932
49.877716,33.40174
55.203262,62.78068
16.755478,56.006554
11.3030205,-1.6993272
16.429766,17.281462
19.20038,21.01949
14.729782,23.342596
33.674755,15.359811
90.20716,49.755222
160.17255,122.40088
167.20316,173.47992
95.494255,159.16402
59.20795,52.957245
84.58621,44.466637
110.80499,101.03254
102.66263,117.91951
155.52225,89.46026
184.87009,166.24174
140.37685,179.77394
111.115776,103.01344
138.49554,97.59584
153.11223,142.9023
173.45457,147.62549
181.59766,171.46448
156.78539,171.2589
104.74254,132.21696
63.510773,69.71113
73.804825,43.24264
61.074047,86.56575
32.136703,51.576466
3.7177,23.69567
1.313143,-2.2894876
1.206389,7.374968
1.474438,2.4601073
1.254911,10.457498
1.072925,8.508255
0.888408,7.4101562
0.788451,4.1276093
0.938771,2.4337974
1.213353,2.3848584
1.311903,4.245066
1.2681899,5.5339117
1.051039,6.029267
0.83726305,5.121233
0.839568,4.4986773
0.80694294,5.2806816
0.809579,4.200732
0.831308,5.52099
0.80101395,6.7210374
0.86925805,5.9731636
1.0729419,5.592659
0.932332,5.417347
0.823207,7.013368
0.797598,7.0596933
0.821846,5.9572067
0.841907,6.460841
0.83715904,5.9811707
0.83180296,4.342251
0.79817,7.0404725
0.81560206,4.6047835
0.791361,2.5244372
0.768349,5.023533
0.796224,4.3401017
0.73349404,5.845739
0.97134,6.7989078
1.5079169,7.7774835
2.358697,9.005739
4.025248,8.614169
5.034757,9.718747
8.325128,9.634599
9.896238,14.948523
9.607565,14.448653
11.211914,13.602183
9.749898,17.53561
9.969147,13.597139
6.9227405,14.918683
3.577161,10.140873
3.6820652,7.1046643
7.5886064,9.488239
6.509484,14.733153
5.209614,10.434838
1.6807109,9.793295
1.60757,5.235107
1.126253,7.321662
2.8679419,5.9297457
2.608243,9.005515
1.680719,7.328524
2.069589,6.0240726
1.3344339,8.643349
0.84942394,5.590778
0.930422,6.621757
0.891465,7.1724343
0.828003,6.550121
1.059982,7.0165434
1.092948,7.304008
1.0192859,7.2630954
0.956646,6.868956
0.95057505,6.255634
0.95112807,5.9700923
0.90239394,6.5045137
0.730803,5.604776
1.1373839,6.0373507
4.42251,6.7929063
5.926981,11.427035
2.2832701,11.770597
1.462638,5.504639
1.499884,7.145962
1.6756381,6.920092
8.124834,7.4321294
8.876154,17.29746
8.417635,12.338024
20.173368,9.271978
33.00581,28.526802
45.429874,39.79349
47.313595,50.94787
47.508686,45.66152
49.04181,45.965645
68.563705,47.728672
93.424324,76.88898
95.33121,99.17047
98.54473,84.70094
101.99589,95.44691
104.335884,95.380684
101.93335,100.970406
113.6252,95.668785
139.89299,116.24127
199.02563,145.32333
171.78856,200.07687
180.1335,151.98706
167.46086,175.93701
156.76985,154.69177
157.48598,147.39684
167.85977,151.399
169.2393,165.65376
174.7678,157.8828
185.19649,170.16837
185.08054,176.73705
178.58394,176.19014
174.80118,169.19644
171.91074,166.689
167.67264,162.9157
168.74463,159.51753
164.1404,162.7767
160.27853,156.20891
164.82304,152.37341
162.57523,160.98207
165.54443,155.54106
159.00435,160.26268
161.11516,150.21112
162.24123,156.71965
167.6637,155.86356
172.58777,163.21115
200.49269,167.88403
201.00496,198.27504
201.63084,191.98433
199.32349,194.33255
197.56902,189.96162
198.74883,190.62668
200.24828,190.0611
199.4798,194.03552
180.97389,190.65039
144.058,165.35518
134.67427,116.62834
139.71829,124.45332
142.1746,133.988
132.03157,134.68182
113.731514,119.83445
105.4928,95.701996
102.07688,96.75095
85.16755,94.089806
72.74841,72.579185
65.633575,64.52976
62.61499,59.1866
54.98594,58.857494
45.203278,47.521255
39.4245,40.55587
35.018307,38.40465
24.353758,33.998234
18.418043,19.789232
9.62736,19.04872
3.295753,8.280838
1.6315401,5.0290194
1.4131399,6.0457807
1.704627,5.9207487
1.377956,6.751287
0.938195,5.9149895
1.309355,4.716745
0.73571503,5.930167
1.2301509,4.095056
1.025834,5.660405
5.28509,4.9009895
8.889882,6.269676
10.019242,9.66505
21.053787,14.097337
57.80171,30.942081
78.03114,83.12265
91.5641,85.24218
83.51915,95.78582
74.7312,78.625435
65.23631,70.296776
81.55552,59.009068
100.15721,97.45981
96.67178,108.089195
96.63529,87.212585
97.43561,94.943665
124.43857,91.53066
159.17139,138.80956
153.77151,166.12132
101.52948,142.10837
98.49925,66.807594
104.622696,94.998985
115.265144,102.73101
137.1921,116.63967
165.49648,142.73795
159.46268,165.85992
128.9507,146.4734
116.43083,106.799065
122.5721,109.647285
129.55481,121.7204
142.2329,127.61489
126.59023,144.62686
123.522,109.445724
124.46365,117.67516
127.6952,119.665215
128.92715,126.2195
122.502785,126.0875
106.66211,114.35653
96.163574,93.5009
87.67823,86.45997
71.40046,80.18735
53.99206,59.595806
49.46325,42.989994
49.77724,47.61775
53.672306,48.69192
59.213226,55.31254
69.1316,61.003998
79.507095,73.863045
96.97377,82.21279
82.99416,104.48031
82.55277,71.05149
80.25829,84.536766
77.87889,75.17059
67.099174,75.14358
70.184135,60.484673
80.60572,71.308105
68.97176,85.11551
44.900795,57.985542
35.795403,32.52894
40.362614,32.86007
33.656864,43.50004
26.913279,30.235825
27.662153,25.989084
24.428375,31.559885
21.871618,23.568367
21.62252,22.00109
24.894909,24.470648
28.628908,28.559076
35.00233,33.575813
39.175354,41.357025
34.594868,44.05147
41.949585,33.203415
42.624817,50.203835
37.05525,43.557636
35.504673,36.76511
42.95596,36.954586
37.595493,49.850418
42.31175,33.999863
47.551083,47.7819
56.334248,51.877342
63.40239,63.314438
73.16712,67.64188
86.41779,78.28326
78.86257,93.077515
81.210884,69.67017
86.107956,83.64618
87.33097,87.42138
96.62609,84.63849
103.64485,99.711525
104.647194,103.119286
119.22646,101.30487
121.386406,123.5635
117.02899,116.88336
121.54254,110.85732
129.73024,122.193634
124.20537,129.47404
103.45571,118.78877
92.631996,91.055534
84.74015,78.522896
64.2703,73.938545
56.000095,43.84409
54.328613,52.587498
52.42437,53.55189
41.96602,46.21065
37.432957,34.422512
41.605766,34.962517
52.76569,40.14533
54.319897,56.809933
56.435665,51.860462
59.955906,55.931507
66.70695,61.372883
67.751396,67.23019
66.68987,65.11383
65.98103,64.874565
69.840065,62.810818
69.074394,70.67001
66.500206,66.12706
62.75389,63.2558
68.86569,58.78259
80.749825,70.89434
86.459755,85.18367
95.9878,86.68254
100.06732,98.57657
94.593285,96.15064
88.56793,87.029045
88.609886,81.92252
92.15698,85.04281
94.954735,89.52322
89.34376,92.782166
90.28389,82.11349
94.111534,89.89058
89.080666,91.33863
87.79135,82.76458
83.161545,84.537
84.937294,76.78522
81.10666,83.475555
83.230804,75.21232
97.721504,82.60752
123.17639,103.4593
132.84148,131.69235
107.238495,131.43477
93.88089,88.751
96.965805,84.91072
96.189995,94.83399
96.15392,92.55177
103.08535,93.54346
108.17225,101.79735
108.43188,103.154305
119.67883,102.212105
133.22987,120.63854
129.32335,131.40108
111.83504,120.69064
97.15668,97.64863
92.523605,85.12514
104.45421,86.00836
125.008766,106.28308
135.69542,129.63242
115.51786,131.45009
108.114105,96.0075
85.5146,99.58128
86.14412,67.157875
95.795456,84.61842
108.39255,97.37124
120.88697,108.1742
121.53879,119.72595
96.92555,114.25297
86.70576,77.234436
87.95476,78.63
88.33524,85.10503
96.39751,83.19923
118.02586,96.12066
107.3116,122.89639
112.155365,89.687706
112.957375,111.41434
140.0287,106.03798
158.9386,145.20956
177.70506,157.07649
149.40044,173.59515
117.73112,126.297806
131.25081,95.09875
143.73085,133.66637
150.42957,140.29872
149.22005,144.92459
137.21547,141.02782
117.08478,120.61619
134.27284,98.2825
140.44606,139.38191
133.0741,134.58737
132.9366,122.40804
139.91466,125.84897
150.83997,134.13875
138.11255,147.02733
116.38549,121.74494
106.84556,99.15688
107.549904,95.0814
111.54761,101.39532
110.83273,106.82506
107.405716,103.23438
113.16028,97.98768
111.281136,108.74057
112.516624,102.87117
102.47818,107.52948
110.46155,90.821205
122.62417,108.410286
110.81437,119.73197
107.64038,96.3725
114.57209,101.319176
98.615395,110.812035
96.197495,80.24499
85.04743,90.11062
82.19527,73.26996
91.139084,78.32444
80.64524,90.263275
67.819984,68.42766
63.932903,59.101414
75.31815,59.0487
84.48179,79.52464
87.99839,84.70116
86.97738,84.65769
83.083786,81.82879
79.360855,74.33438
70.18978,73.6579
61.63532,61.29115
57.796803,56.24466
59.273125,54.440186
66.206764,58.0854
80.878105,66.99998
75.075905,85.09911
80.972595,65.02668
83.709595,81.23859
94.645325,80.17891
87.51567,96.76724
83.122765,78.0891
82.03581,77.17799
93.92533,77.18523
100.3535,93.71485
108.023926,97.6569
100.74243,105.332
122.48765,90.13218
129.45406,126.39102
124.83987,123.24068
132.40706,114.87831
153.6884,128.56712
157.86136,152.13972
146.82458,148.91484
134.59697,134.91168
117.62725,122.43505
104.03426,100.85909
92.564415,91.93296
105.81042,81.90124
100.020836,107.002266
90.70436,86.24159
75.271515,79.33743
60.97246,62.72019
43.27334,50.555466
41.221466,33.47019
41.54381,40.5312
39.808105,40.872253
39.998646,34.7095
55.930805,41.04196
76.528625,65.28781
80.70576,76.34361
64.91981,77.37358
61.39457,54.521343
72.39695,58.697144
79.80148,74.68551
87.713135,77.160286
88.03611,85.698814
84.85793,76.07254
71.263275,73.189026
63.023453,55.977997
69.94572,57.222477
98.99485,70.2509
115.945564,106.08117
113.809135,111.13073
127.56515,102.953415
122.50141,126.22055
106.102585,107.911064
99.11397,91.11032
89.19055,90.914795
82.342224,77.194435
88.28862,72.93799
99.399864,85.02989
100.35639,96.10602
92.73147,88.93608
97.0081,80.54569
99.29076,91.31701
106.70649,90.69115
106.1105,101.681526
92.16181,96.71433
66.37339,77.45461
64.185646,50.943535
60.068512,63.263626
61.086536,54.07704
59.80247,59.090603
53.502033,56.072437
41.375168,46.47824
44.34129,33.87537
47.288998,44.565147
55.969154,46.521793
62.53154,56.65163
71.45094,59.91717
69.27229,68.26868
58.856476,60.234528
56.31037,47.829445
49.31038,52.378967
38.103176,44.767807
35.024704,32.960663
32.866405,36.398262
21.944166,33.575897
17.15513,19.176064
10.616075,19.6915
11.696222,11.176201
12.4869585,20.19673
12.480447,15.101141
16.076715,14.999391
15.323524,21.378826
5.795341,15.156727
5.284812,5.1668315
3.3797421,13.871737
2.21713,7.5798807
1.727812,6.34786
1.085421,6.5778847
1.099456,5.0097456
1.272205,6.5530267
1.491243,6.5259223
1.000735,7.091025
1.050319,6.7260966
0.894856,7.1847963
1.041131,6.76021
1.355577,7.436918
0.99042904,7.432042
1.099381,5.3985686
0.965832,7.4979343
0.86754096,7.5487995
0.82579404,7.897408
0.814444,8.656447
1.48197,9.123171
2.257863,10.027123
4.897282,10.359508
8.024889,12.295957
11.469593,11.383655
16.22331,14.17012
16.697994,19.176641
17.366364,16.548033
16.212585,22.38399
14.382325,18.007755
9.61037,17.678717
6.315633,10.867248
2.940801,9.112913
2.932914,5.3880067
1.888578,5.4566073
0.961194,2.8587446
0.886212,4.1461096
0.87308306,4.766008
0.81752497,4.939016
0.806424,4.8237348
0.816625,4.9845796
0.84684503,4.3860583
0.84493494,3.9004107
0.76972204,4.133463
1.277338,11.325531
4.2023373,7.3316255
9.563077,10.395909
10.036837,17.58265
12.409142,12.689952
9.6695,18.77941
6.2405353,12.0714855
4.723799,9.047746
5.142586,9.668038
7.2576637,10.35796
7.979812,12.233877
8.232542,13.031195
7.755436,12.392943
9.330999,11.546751
8.770919,15.139969
6.1711044,13.382616
4.693784,9.047812
2.850012,8.311695
1.2995809,7.463977
1.6969551,6.5682178
1.919155,7.682452
3.310033,6.5426016
4.600786,9.528405
6.05407,10.0603485
10.70018,10.534496
18.507406,18.810038
22.757511,27.003422
20.692549,28.031727
13.425659,23.25006
5.442499,13.407617
1.636747,6.637804
2.0748918,2.9700198
1.862305,6.8778524
1.105793,6.4157047
0.923436,6.1363754
0.795054,7.3728795
1.884349,6.0400324
6.3409247,8.178324
13.366826,14.308525
15.700589,21.699123
16.754139,21.253733
16.50777,20.379507
13.8335285,20.687155
9.588007,16.6893
6.7828283,10.97228
4.4257574,9.322254
3.133289,7.5940757
3.142438,7.255045
6.3551183,8.041771
9.850756,13.096379
6.6272435,15.82089
5.173617,8.910437
2.465079,9.365544
0.84347004,5.7159743
1.2855679,5.246098
1.8615539,6.600106
12.420832,6.5500426
45.07589,24.440733
64.267914,73.343254
63.588238,75.39306
51.643635,64.08751
42.135357,44.957363
31.688745,39.950535
24.22244,28.399242
15.626518,24.902098
8.651176,16.222479
7.9723554,11.367018
8.506156,13.927443
6.7804904,14.061526
5.3818808,10.1749325
6.1895833,9.123655
8.8170395,12.840076
12.783853,14.683694
19.095764,18.768993
26.368998,26.68281
36.45503,33.70465
41.80394,46.223515
42.776264,47.455738
42.6604,45.144356
42.55774,44.708973
41.389153,43.220127
38.90654,42.010056
34.6191,38.968334
32.356075,33.43219
39.344902,33.355583
52.669178,47.268486
67.10943,63.423145
76.18454,76.64807
87.0399,80.457245
93.855804,91.83231
92.13503,95.497055
103.40859,87.530815
118.45392,109.42891
145.92462,120.962326
140.16971,155.12952
128.71309,130.47151
108.71778,117.35932
105.414894,91.46085
87.55899,99.47502
72.73354,69.26873
54.641182,64.105804
44.109783,42.79563
40.559933,38.999714
32.525963,41.581543
29.44582,27.502256
23.733746,30.859766
23.162703,21.646124
25.325851,26.172323
29.086273,29.052084
33.872177,33.36561
45.22672,38.815887
53.835697,55.19464
58.78515,59.024292
56.748898,61.645546
49.97768,52.585064
41.65853,45.67614
29.695286,36.827015
24.375217,23.129347
31.185968,24.64835
43.336723,38.96396
58.806908,53.779255
56.784817,69.84952
56.03876,52.141247
48.89421,55.319847
45.08861,41.87447
41.046448,43.265095
52.856922,40.25899
64.41873,63.141773
70.332085,71.623146
67.894196,71.77234
69.444176,63.71699
63.25563,70.8829
55.63716,57.030598
59.205326,49.89102
68.69897,64.18926
77.33629,75.18474
80.048294,81.95559
85.44037,77.11871
90.97664,86.6172
89.91801,90.148865
94.96221,84.5981
99.674614,97.32105
111.228455,98.67379
112.98144,115.77605
103.07038,107.81335
112.83481,91.38565
132.85757,117.15738
133.95583,137.49857
138.73692,127.93376
139.9637,138.10321
138.20573,134.5275
140.18678,132.51767
136.20831,136.97586
130.11241,130.37267
141.11722,121.581665
127.18995,143.20505
99.499985,111.77732
91.92414,79.5057
82.80123,87.235756
77.1719,73.67148
81.62763,72.488014
46.642082,83.91393
35.93417,23.287212
32.642303,35.216022
31.486088,31.281488
29.975557,31.686512
29.480602,31.235949
29.055468,29.628872
28.28821,30.24705
27.799181,27.438719
28.816635,29.277542
29.148602,29.477125
28.78556,29.902794
28.461891,29.141119
28.766428,28.795492
31.17005,29.556278
56.845127,33.104126
58.18039,73.72665
74.92336,54.982365
93.38177,86.887764
147.33954,100.63446
162.09323,167.27309
151.50212,162.63261
148.58278,143.73912
142.40746,145.02039
137.34631,132.16978
133.81992,131.80765
124.95219,127.24159
114.954865,111.501434
106.54784,100.11928
119.31726,96.001884
139.71457,124.062256
148.2411,142.8744
168.09343,145.02954
173.23749,169.052
177.18886,167.20024
178.36223,171.46771
175.16095,171.57883
169.97066,167.80481
158.64467,162.13237
143.9711,147.2688
134.27429,128.38858
132.15833,122.906166
147.84315,124.82131
147.34322,149.33444
131.45428,137.78874
124.4669,115.14148
121.87752,115.08956
120.715744,113.13165
124.20653,114.38275
120.98991,122.07616
111.93181,111.126526
92.89262,99.18976
95.293106,74.907974
99.402275,94.81836
103.98223,96.042274
103.60966,101.03175
103.982376,97.72891
103.22107,97.35853
100.487015,97.395065
101.182816,92.33073
106.61281,97.814255
110.209946,103.469795
110.12761,105.93635
118.61872,103.27138
121.8296,117.66829
135.08504,115.27863
147.80424,136.86292
156.95177,146.5184
165.47371,153.25871
177.45796,162.84561
158.30107,175.04117
167.14766,141.35658
154.72443,164.84377
166.04176,138.39482
172.96712,163.38751
180.95714,165.93317
194.52924,174.73384
200.26068,186.19879
199.61406,191.38956
200.7505,186.849
200.66353,193.81871
200.52826,189.94753
200.6608,192.29315
200.89026,193.04941
198.21446,190.25676
200.53569,188.6541
201.73985,191.88928
200.77235,191.73373
201.09047,190.50624
202.01067,193.8348
201.81834,192.55063
200.18579,192.52196
198.03519,191.08412
173.36697,189.51332
144.90645,153.41165
137.08102,123.17817
131.66653,127.22392
111.787735,118.38946
88.2071,93.21275
60.350975,69.98157
51.670715,42.496235
44.984768,49.164852
40.66309,39.157375
52.759212,38.199333
73.52391,63.38163
66.490715,85.24797
60.131065,56.976627
70.211655,55.34969
89.21646,77.09458
106.43749,98.39141
113.742226,111.79044
120.22104,113.122345
127.09599,118.243904
126.183075,125.030334
99.366905,122.623405
84.14745,79.21117
79.17458,74.06724
70.65212,72.48568
65.34296,62.213768
61.994183,61.29995
53.21631,58.363934
51.39195,45.40644
50.494217,49.81639
56.37717,49.977333
62.434383,60.255444
69.108406,66.01596
89.892876,71.690216
123.62128,100.94066
153.24806,135.50037
174.97925,157.36548
166.36281,177.18268
156.49002,156.71616
161.6794,149.12303
168.76456,159.8285
166.43929,165.82445
166.65764,159.6454
149.6197,160.95398
130.80814,131.20421
129.32094,113.48846
134.71721,123.39395
126.5574,130.36409
